episode_id,timestep,bs_status
0,48,"[0, 1, 0, 1, 1, 1, 1, 1, 0]"
0,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,50,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
0,51,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,52,"[0, 1, 0, 1, 1, 1, 1, 0, 0]"
0,53,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
0,54,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,55,"[1, 1, 0, 0, 1, 1, 1, 0, 1]"
0,56,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,57,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,58,"[1, 0, 0, 0, 1, 0, 0, 0, 1]"
0,59,"[1, 0, 1, 0, 0, 0, 0, 0, 0]"
0,60,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
0,61,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
0,62,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,63,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,64,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
0,65,"[1, 0, 0, 0, 0, 0, 1, 0, 1]"
0,66,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,67,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,68,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
0,69,"[1, 0, 1, 1, 1, 1, 1, 1, 1]"
0,70,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
0,71,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,72,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
0,73,"[0, 1, 1, 1, 1, 1, 1, 0, 0]"
0,74,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
0,75,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,76,"[0, 0, 1, 1, 1, 0, 0, 0, 0]"
0,77,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
0,78,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,79,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,80,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
0,81,"[1, 0, 0, 0, 0, 1, 1, 0, 1]"
0,82,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,83,"[1, 0, 0, 0, 0, 0, 1, 0, 1]"
0,84,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,85,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
0,86,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,87,"[1, 0, 1, 0, 1, 1, 1, 0, 1]"
0,88,"[0, 0, 0, 0, 0, 1, 0, 1, 1]"
0,89,"[0, 0, 1, 1, 0, 0, 0, 0, 0]"
0,90,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,91,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,92,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,93,"[0, 0, 0, 0, 1, 0, 0, 1, 1]"
0,94,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,95,"[1, 0, 0, 1, 1, 0, 0, 1, 1]"
0,96,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,97,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,98,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,99,"[0, 0, 0, 1, 1, 1, 1, 1, 0]"
0,100,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
0,101,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,102,"[1, 0, 0, 0, 0, 1, 1, 0, 1]"
0,103,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,104,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,105,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
0,106,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
0,107,"[1, 0, 1, 1, 1, 1, 1, 0, 1]"
0,108,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,109,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,110,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
0,111,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
0,112,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
0,113,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,114,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,115,"[1, 0, 0, 0, 0, 0, 1, 0, 1]"
0,116,"[1, 0, 1, 0, 1, 1, 1, 0, 1]"
0,117,"[1, 1, 1, 1, 0, 1, 1, 0, 1]"
0,118,"[1, 0, 0, 0, 0, 1, 1, 0, 1]"
0,119,"[1, 1, 1, 1, 1, 1, 1, 0, 1]"
0,120,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,121,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
0,122,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
0,123,"[0, 1, 0, 1, 0, 1, 1, 0, 0]"
0,124,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
0,125,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
0,126,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,127,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,128,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
0,129,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,130,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
0,131,"[1, 0, 0, 0, 0, 0, 1, 0, 1]"
0,132,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,133,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,134,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,135,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,136,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,137,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,138,"[1, 0, 0, 1, 1, 1, 1, 1, 1]"
0,139,"[1, 0, 1, 0, 1, 1, 0, 0, 1]"
0,140,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,141,"[1, 0, 0, 0, 1, 1, 0, 0, 1]"
0,142,"[1, 0, 0, 1, 1, 0, 0, 0, 1]"
0,143,"[1, 1, 1, 0, 1, 1, 1, 0, 1]"
0,144,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,145,"[0, 0, 1, 1, 1, 1, 1, 1, 0]"
0,146,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
0,147,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,148,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
0,149,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,150,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
0,151,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,152,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,153,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
0,154,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,155,"[1, 0, 0, 0, 0, 0, 1, 1, 1]"
0,156,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,157,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,158,"[1, 0, 0, 0, 0, 0, 1, 0, 1]"
0,159,"[1, 0, 1, 0, 0, 0, 0, 0, 1]"
0,160,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,161,"[1, 0, 0, 1, 1, 1, 1, 1, 1]"
0,162,"[0, 0, 1, 0, 0, 0, 0, 1, 0]"
0,163,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
0,164,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,165,"[1, 0, 0, 0, 0, 1, 1, 1, 1]"
0,166,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
0,167,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,168,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
0,169,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,170,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,171,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
0,172,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,173,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
0,174,"[1, 1, 1, 0, 1, 1, 1, 0, 1]"
0,175,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
0,176,"[0, 0, 1, 0, 0, 0, 0, 0, 1]"
0,177,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,178,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,179,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,180,"[0, 0, 1, 0, 0, 0, 0, 1, 0]"
0,181,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,182,"[1, 0, 0, 0, 0, 0, 1, 0, 1]"
0,183,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,184,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,185,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,186,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,187,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,188,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,189,"[1, 0, 0, 0, 0, 0, 0, 1, 1]"
0,190,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
0,191,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
0,192,"[0, 0, 0, 1, 1, 0, 0, 0, 0]"
0,193,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,194,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
0,195,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
0,196,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,197,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
0,198,"[1, 0, 0, 1, 0, 1, 1, 0, 1]"
0,199,"[1, 0, 1, 0, 1, 0, 0, 0, 1]"
0,200,"[1, 0, 0, 1, 1, 1, 1, 1, 1]"
0,201,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,202,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,203,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,204,"[1, 0, 1, 1, 1, 1, 1, 0, 1]"
0,205,"[0, 1, 1, 0, 0, 0, 1, 0, 0]"
0,206,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,207,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,208,"[1, 0, 1, 0, 1, 1, 1, 0, 1]"
0,209,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,210,"[1, 0, 0, 0, 0, 1, 0, 0, 1]"
0,211,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,212,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
0,213,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,214,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,215,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
0,216,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,217,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,218,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
0,219,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,220,"[0, 0, 0, 1, 0, 1, 0, 0, 0]"
0,221,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
0,222,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
0,223,"[1, 1, 0, 0, 0, 0, 0, 0, 1]"
0,224,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,225,"[1, 0, 0, 0, 0, 0, 1, 1, 1]"
0,226,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
0,227,"[1, 1, 0, 1, 1, 1, 1, 0, 1]"
0,228,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
0,229,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
0,230,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,231,"[1, 0, 1, 1, 0, 0, 0, 0, 1]"
0,232,"[1, 1, 0, 0, 1, 0, 1, 0, 1]"
0,233,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
0,234,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,235,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,236,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,237,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,238,"[1, 0, 0, 0, 1, 0, 1, 0, 1]"
0,239,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
0,240,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
0,241,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,242,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
0,243,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,244,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
0,245,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,246,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,247,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,248,"[1, 1, 0, 1, 1, 1, 1, 1, 1]"
0,249,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,250,"[1, 0, 1, 1, 1, 1, 1, 0, 1]"
0,251,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,252,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,253,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,254,"[0, 0, 1, 0, 0, 0, 1, 0, 0]"
0,255,"[1, 0, 1, 0, 1, 0, 1, 0, 1]"
0,256,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,257,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,258,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,259,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,260,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,261,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,262,"[1, 0, 1, 1, 1, 1, 1, 1, 1]"
0,263,"[1, 1, 0, 1, 1, 1, 1, 1, 1]"
0,264,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,265,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,266,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,267,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
0,268,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,269,"[0, 0, 1, 0, 1, 1, 1, 0, 0]"
0,270,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,271,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,272,"[1, 0, 0, 1, 0, 0, 0, 0, 1]"
0,273,"[1, 0, 1, 1, 1, 1, 1, 1, 1]"
0,274,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,275,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
0,276,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,277,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
0,278,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
0,279,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,280,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
0,281,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
0,282,"[0, 1, 1, 0, 0, 0, 1, 0, 1]"
0,283,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,284,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,285,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,286,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,287,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,288,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
0,289,"[0, 0, 1, 1, 1, 1, 1, 0, 0]"
0,290,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
0,291,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
0,292,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,293,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,294,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,295,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,296,"[1, 0, 0, 0, 1, 1, 1, 1, 1]"
0,297,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,298,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,299,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
0,300,"[1, 0, 0, 0, 0, 0, 1, 0, 1]"
0,301,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
0,302,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
0,303,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,304,"[1, 0, 0, 1, 1, 0, 0, 0, 1]"
0,305,"[0, 0, 1, 0, 0, 1, 1, 0, 0]"
0,306,"[1, 0, 0, 0, 0, 0, 0, 1, 1]"
0,307,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
0,308,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,309,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,310,"[1, 1, 0, 0, 1, 0, 0, 0, 1]"
0,311,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
0,312,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
0,313,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,314,"[0, 0, 1, 0, 1, 1, 1, 0, 0]"
0,315,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
0,316,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
0,317,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,318,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
0,319,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,320,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,321,"[1, 0, 0, 1, 1, 1, 1, 1, 1]"
0,322,"[1, 0, 0, 1, 0, 0, 0, 0, 1]"
0,323,"[1, 0, 0, 0, 0, 1, 0, 0, 1]"
0,324,"[0, 1, 0, 0, 0, 0, 1, 0, 0]"
0,325,"[1, 1, 1, 0, 1, 1, 1, 0, 1]"
0,326,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
0,327,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,328,"[1, 0, 0, 0, 0, 1, 1, 1, 1]"
0,329,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
0,330,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,331,"[1, 1, 0, 0, 0, 0, 1, 0, 1]"
0,332,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,333,"[1, 0, 0, 0, 0, 0, 1, 0, 1]"
0,334,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,335,"[1, 0, 0, 0, 0, 0, 1, 0, 1]"
0,336,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,337,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,338,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
0,339,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,340,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,341,"[0, 0, 1, 0, 0, 0, 0, 1, 0]"
0,342,"[1, 0, 1, 1, 0, 0, 0, 0, 1]"
0,343,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,344,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,345,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,346,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,347,"[1, 0, 1, 0, 0, 0, 0, 0, 1]"
0,348,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
0,349,"[1, 0, 0, 1, 1, 1, 1, 1, 1]"
0,350,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,351,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
0,352,"[1, 0, 1, 0, 1, 1, 1, 0, 1]"
0,353,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
0,354,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,355,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,356,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,357,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,358,"[1, 0, 0, 1, 1, 1, 1, 1, 1]"
0,359,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
0,360,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,361,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
0,362,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
0,363,"[0, 0, 0, 1, 1, 1, 1, 0, 0]"
0,364,"[0, 0, 0, 1, 0, 1, 0, 0, 0]"
0,365,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,366,"[1, 0, 1, 1, 1, 1, 1, 0, 1]"
0,367,"[0, 0, 1, 0, 0, 1, 0, 0, 0]"
0,368,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0,369,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,370,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,371,"[0, 0, 0, 1, 0, 0, 0, 1, 0]"
0,372,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
0,373,"[1, 1, 0, 0, 0, 1, 0, 0, 1]"
0,374,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,375,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
0,376,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,377,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
0,378,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,379,"[1, 0, 0, 0, 1, 1, 1, 0, 1]"
0,380,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,381,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,382,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,383,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,384,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,385,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
0,386,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,387,"[0, 0, 1, 1, 0, 0, 0, 0, 0]"
0,388,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
0,389,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
0,390,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,391,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,392,"[1, 0, 0, 0, 0, 0, 1, 0, 1]"
0,393,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,394,"[1, 0, 0, 1, 0, 1, 1, 0, 1]"
0,395,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,396,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,397,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,398,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,399,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
0,400,"[0, 0, 1, 0, 0, 0, 0, 1, 1]"
0,401,"[1, 0, 1, 0, 1, 1, 1, 0, 1]"
0,402,"[1, 0, 0, 0, 1, 0, 0, 0, 1]"
0,403,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,404,"[1, 0, 0, 1, 1, 1, 1, 0, 1]"
0,405,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
0,406,"[1, 0, 1, 0, 1, 1, 1, 0, 1]"
0,407,"[1, 1, 0, 0, 1, 0, 0, 0, 1]"
0,408,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
0,409,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
